property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_price_min,list_price_max,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_email,agent_phones,agent_mls_set,agent_nrds_id,broker_id,broker_name,builder_id,builder_name,office_id,office_mls_set,office_name,office_email,office_phones,nearby_schools,primary_photo,alt_photos
https://www.realtor.com/rentals/details/6614-Fullerton-Ave-6614-1_Cleveland_OH_44105_M97933-02221,9793302221,2971852223,REDI,-O5KHHtD2ptx_4xK8Jq0$6614-1st,FOR_RENT,"Welcome to your new home! Naomi Deville's Homes are committed to providing quality housing options for qualified applicants. This 2 bedrooms and 1 bath unit is available and newly renovated with new flooring throughout, new kitchen and bathroom. Included in the apartment are new appliances that include refrigerator, stove, over the range microwave and new HVAC and hot water tank. There is also washer and dryer hook ups. The location is convenient to public transportation, shopping, hospital and the expressway. We welcome Housing Choice Voucher and VA Vash holders. Call to schedule a tour or apply now. Find out how we can help you to improve your credit and more. To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/JVC222 to apply, or go to tenant.rentredi.com/getStarted/prequalify/JVC222 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: JVC-222. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",APARTMENT,6614 Fullerton Ave Unit 6614-1,6614 Fullerton Ave,Unit 6614-1,Cleveland,OH,44105,2,1,,,,26,985,,,2024-09-08,,,,,False,,,41.455048,-81.643501,"Broadway Slavic Village, South Broadway",Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Cleveland Metropolitan School District, Constellation Schools:eastside, Regent High School School District",http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m3871469840od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m3871469840od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m2815021872od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m2038906528od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m207171522od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m781104748od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/8b2a3a266e846619ec9643075f8936ffl-m947799506od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/6614-Fullerton-Ave-6616-1_Cleveland_OH_44105_M98761-51873,9876151873,2971852219,REDI,-O5KHHtD2ptx_4xK8Jq0$6616-1st,FOR_RENT,"COMING SOON. This 3 bedrooms and 1 bath unit will be available soon. It is newly renovated with new flooring throughout, new kitchen and bathroom. Included in the apartment are new appliances that include refrigerator, dishwasher, stove, over the range microwave and new hot water tank. There is also washer and dryer hook ups. The location is convenient to public transportation, shopping, hospital and the expressway. We welcome Housing Choice Voucher and VA Vash holders. Call to schedule a tour or apply now. Find out how we can help you to improve your credit and more. To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/ZAZ507 to apply, or go to tenant.rentredi.com/getStarted/prequalify/ZAZ507 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: ZAZ-507. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",APARTMENT,6614 Fullerton Ave Unit 6616-1,6614 Fullerton Ave,Unit 6616-1,Cleveland,OH,44105,3,1,,,,26,1350,,,2024-09-08,,,,,False,,,41.455048,-81.643501,"Broadway Slavic Village, South Broadway",Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Cleveland Metropolitan School District, Constellation Schools:eastside, Regent High School School District",http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m3871469840od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m3871469840od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m2815021872od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m2038906528od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m207171522od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m781104748od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/e8224fd4fada3e7674dab3b4e005d8cbl-m947799506od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/19290-Lorain-Rd-Apt-4_Cleveland_OH_44126_M98685-95299,9868595299,2971894371,TRBO,1587981,FOR_RENT,"2Br Unit for rent that includes off street parking in a garage. Background check required. To apply, visit TurboTenant and search for Property ID 1587981",APARTMENT,19290 Lorain Rd Apt 4,19290 Lorain Rd,Apt 4,Fairview Park,OH,44126,2,1,,,,25,1400,,,2024-09-09,,,,,False,,,41.452667,-81.833588,,Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Constellation Schools: Westpark Community Elementary, Fairview Park City School District, Lakewood City Academy, Constellation Schools: Outreach Academy For Students With Di, Constellation Schools: Westpark Community Middle, Constellation Schools: Puritas Community Middle",http://ap.rdcpix.com/0df6efc1132890ed2275703eed54d3f9l-m432393732od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/0df6efc1132890ed2275703eed54d3f9l-m432393732od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0df6efc1132890ed2275703eed54d3f9l-m1114876310od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0df6efc1132890ed2275703eed54d3f9l-m943501889od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/0df6efc1132890ed2275703eed54d3f9l-m1095291869od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/7712-7804-Lawn-Ave_Cleveland_OH_44102_M98974-38914,9897438914,2971832052,RLXB,0c73f9d6-1cd2-11ee-ae7b-0249af2749f8,FOR_RENT,,APARTMENT,7712 7804 Lawn Ave,7712 7804 Lawn Ave,,Cleveland,OH,44102,,,,,,26,,825,875,2024-09-08,,,,,False,,,41.476181,-81.738823,Detroit - Shoreway,Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary",,
https://www.realtor.com/rentals/details/8415-Detroit-Ave-Apt-2_Cleveland_OH_44102_M49235-42708,4923542708,2971829199,NEOH,5068199,FOR_RENT,"Great 1 BR rental in the West Eighties area of Detroit Shoreway, steps form Gordon Square and a short bike ride to Edgewater Park! This newly remodeled third floor apartment comes with all utilities included for $50 on top of the rent and off street parking on the large driveway. One pet allow for additional $35 pet rent and $300 additional pet deposit.",MULTI_FAMILY,8415 Detroit Ave,8415 Detroit Ave,,Cleveland,OH,44102,1,1,,600,1910,27,799,,,2024-09-07,133000,2021-12-30,42700,247100,False,6194,1,41.480467,-81.743027,Detroit - Shoreway,Cuyahoga,39035,1,0,,269827,"Seth Task, CRS, Green, C2EX",sethtask@homesincleveland.net,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '2169700035'}, {'ext': None, 'primary': True, 'type': 'Mobile', 'number': '2162761626'}]",A-NEOH-2005006382,657014299,,,,,,O-NEOH-20452,Berkshire Hathaway HomeServices Professional Realty,broker@bhhspro.com,"[{'number': '4402668085', 'type': None, 'primary': True, 'ext': None}]","Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary, Lake Erie International High School School District",http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m1567516414od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m1567516414od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m1726340065od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m2570415559od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m3256516234od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m150900417od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m2636222471od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m1416188864od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m3015494551od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m3165217443od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/4c96df9e6e9a3bea355d4c00930c8d0cl-m2301609505od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/3646-Bailey-Ave_Cleveland_OH_44113_M39337-59795,3933759795,2971819026,NEOH,5067510,FOR_RENT,"3646 Bailey Avenue Cleveland, - Spacious three bedroom one bath single-family home. Great location close to freeway access . $1500 rent - $1500 deposit - $39 application fee per adult- 1-2 pets OK with Breed approval. Nonrefundable pet fee of $200-$400 per animal applies to all pets and must be paid at lease signing. Appliances provided, residents responsibility for electric, gas, lawn care , snow removal and renters insurance",SINGLE_FAMILY,3646 Bailey Ave,3646 Bailey Ave,,Cleveland,OH,44113,3,1,,,1880,27,1500,,,2024-09-07,7500,1979-11-28,21350,152899,False,2500,,41.477147,-81.710121,Ohio City,Cuyahoga,39035,,0,,3474423,Judy A Quinones,judyquinones11@gmail.com,"[{'ext': None, 'primary': True, 'type': 'Mobile', 'number': '2163167459'}]",A-NEOH-2018001927,,1713629,Russell Real Estate Services Broker,,,1713637,O-NEOH-9703,The Russell Realty Company,strongsville@russellrealty.com,"[{'number': '(440) 572-3100', 'type': 'Office', 'primary': True, 'ext': None}, {'number': '(440) 572-1195', 'type': 'Fax', 'primary': False, 'ext': None}]","Cleveland Metropolitan School District, Frederick Douglass Reclamation Academy",http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3137513023od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3137513023od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m745663570od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m1027840923od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m2054534978od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m635951673od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m604315278od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m2480101293od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3140928656od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3670454602od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m62641091od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m2392860626od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m1887215329od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3081084763od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m2861073599od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m787319255od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m1509632764od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m53409096od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/dd8c535bccc2069a339106cdd3f705dbl-m3958105605od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/7415-7417-Elton-Ave_Cleveland_OH_44102_M98616-87998,9861687998,2971807028,RLXB,1ab77f5a-4845-11ef-94c6-06d5233d324d,FOR_RENT,,APARTMENT,7415 7417 Elton Ave,7415 7417 Elton Ave,,Cleveland,OH,44102,,,,,,27,,750,750,2024-09-07,,,,,False,,,41.474438,-81.736076,Detroit - Shoreway,Cuyahoga,39035,,,,,,,,,,,,,,,,,,,Cleveland Metropolitan School District,,
https://www.realtor.com/rentals/details/10626-Thrush-Ave_Cleveland_OH_44111_M33113-48396,3311348396,2971795714,NEOH,5068177,FOR_RENT,"10626 Thrush Ave | UP, Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 950 rent / $ 950 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,10626 Thrush /Up Ave Unit 2,10626 Thrush /Up Ave,Unit 2,Cleveland,OH,44111,2,1,,912,1928,28,950,,,2024-09-06,137000,2022-06-09,32730,153000,False,,1,41.454858,-81.760329,West Boulevard,Cuyahoga,39035,2,0,1,1075744,David Terbeek,davidterbeek@remax.net,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '4404629453'}, {'ext': None, 'primary': True, 'type': 'Mobile', 'number': '4404629453'}]",A-NEOH-2006000471,,4455920,RE/MAX Haven Realty Broker,,,995977,O-NEOH-2486,RE MAX Haven Realty,ngolem@remax.net,"[{'number': '(440) 519-3100', 'type': 'Office', 'primary': True, 'ext': None}]","Cleveland Metropolitan School District, Constellation Schools: Outreach Academy For Students With Di",http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2361403973od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2361403973od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b208207297od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2507758879od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b795833522od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b1478230241od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3963515228od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2523387419od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b4023417627od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b4281317014od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3121364410od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2592062117od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3610078042od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2469831579od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b1561858997od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b1360834194od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3024929007od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3280765704od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3413595785od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b1573476971od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3234339523od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b3499123684od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b541332844od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/f779bda5790b114087a1e914c096b617l-b2480869497od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/4153-Silsby-Rd_University-Heights_OH_44118_M44253-65108,4425365108,2971742252,NEOH,5067978,FOR_RENT,Gorgeous 4 Bedroom 1.5 Bathroom colonial in the heart of University Heights! Freshly Painted! Large Upgraded Kitchen with Center Island ! Lots of Cooking Space! Updated Appliances! Kitchen opens into Freshly Floored Den with and exit to Rear Yard! Hardwood Flooring throughout! Updated Tiled Bathroom! Attached Garage! Great Location!,SINGLE_FAMILY,4153 Silsby Rd,4153 Silsby Rd,,University Heights,OH,44118,4,1,1,1676,1939,29,1875,,,2024-09-05,212000,2022-06-08,46660,221000,False,6534,1,41.498127,-81.530539,,Cuyahoga,39035,2,0,1,,Yitzchok Horowitz,closeryitz@gmail.com,"[{'ext': None, 'primary': True, 'type': 'Office', 'number': '(216) 478-4201'}]",A-NEOH-2020009026,,,,,,,O-NEOH-20329,"Carmel Realty, LLC.",yitz@carmelres.com,"[{'number': '(216) 478-4201', 'type': 'Office', 'primary': True, 'ext': None}]","Wings Academy 2, Cleveland Heights-University Heights City, Apex Academy, Randall Park High School",http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2883021756od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2883021756od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m4261035948od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2440634953od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2806630352od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m1586172865od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m3181550615od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m798344356od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m3495732139od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2715560468od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m10941469od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2611127732od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m1425718082od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2891010748od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m1841282891od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2332289077od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m1941030596od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2894881885od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m2786162112od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m53291361od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/679955e176fc8e2900377ff3eafbea11l-m1692906215od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/6614-Fullerton-Ave-6614-2_Cleveland_OH_44105_M98061-78664,9806178664,2971852221,REDI,-O5KHHtD2ptx_4xK8Jq0$6614-2nd,FOR_RENT,"COMING SOON. This 2 bedrooms and 1 bath unit will be available soon. It is newly renovated with new flooring throughout, new kitchen and bathroom. Included in the apartment are new appliances that include refrigerator, stove, over the range microwave and new hot water tank. There is also washer and dryer hook ups. The location is convenient to public transportation, shopping, hospital and the expressway. We welcome Housing Choice Voucher and VA Vash holders. Call to schedule a tour or apply now. Find out how we can help you to improve your credit and more. To prequalify or apply, download the RentRedi app from Google Play or the App Store. You can also visit tenant.rentredi.com/getStarted/apply/XLX273 to apply, or go to tenant.rentredi.com/getStarted/prequalify/XLX273 to prequalify. For applying through the RentRedi mobile app, please follow these steps: Step 1. Tap the Apply button. Step 2. Click the + icon. Step 3. Select whether you're prequalifying or applying. Step 4. Enter in your unit code: XLX-273. Step 5. Click Enter Information and answer the questions. Step 6. Click Send to submit to the landlord. This property is using RentRedi for rent payments. With RentRedi, you can easily submit rent payments, boost your credit by reporting rent payments, sign up for affordable renters insurance, and more from the app!",APARTMENT,6614 Fullerton Ave Unit 6614-2,6614 Fullerton Ave,Unit 6614-2,Cleveland,OH,44105,2,1,,,,26,1050,,,2024-09-08,,,,,False,,,41.455048,-81.643501,"Broadway Slavic Village, South Broadway",Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Cleveland Metropolitan School District, Constellation Schools:eastside, Regent High School School District",http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m3871469840od-w480_h360_x2.webp?w=1080&q=75,"http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m3871469840od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m2815021872od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m2038906528od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m207171522od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m781104748od-w480_h360_x2.webp?w=1080&q=75, http://ap.rdcpix.com/6c6ce8155ee5ce97f008c0daebccc712l-m947799506od-w480_h360_x2.webp?w=1080&q=75"
https://www.realtor.com/rentals/details/3305-Henninger-Rd_Cleveland_OH_44109_M36997-38204,3699738204,2971864351,RLXB,875870e5-72f0-11ec-89af-06274aaeb69c,FOR_RENT,,APARTMENT,3305 Henninger Rd,3305 Henninger Rd,,Cleveland,OH,44109,,,,,,25,,799,799,2024-09-09,,,,,False,,,41.442555,-81.703519,Old Brooklyn,Cuyahoga,39035,,,,,,,,,,,,,,,,,,,"Cleveland Metropolitan School District, Constellation Schools: Old Brooklyn Community Middle",,
